Gene	H37-H37002-BG002179-ar-BG002179.quant.sf	H37-H37002-BG004281-ar-BG004281.quant.sf
AC005777.1	0	0
AC005785.1	0.12341	0
AC005785.2	0	0.136093
AC005786.1	0	0
AC005786.2	0	0
AC005786.3	1.962223	0.80351
AC005786.4	0	0.121686
AC005787.1	0	0
AC005789.1	1.166631	0
AC005790.1	0	0
AC005796.1	0	0
AC005798.1	0	0
AC005803.1	0	0
AC005808.1	0	0
AC005821.1	0.013119	0
AC005821.2	0	0
AC005823.1	0	0
AC005823.2	0	0
AC005828.1	0	0
AC005828.2	0	0
AC005828.3	0	0
AC005828.4	0	0
AC005828.5	0	0
AC005828.6	0	0
AC005828.7	0	0
AC005829.1	0	0
AC005829.2	0.045597	0.411008
AC005831.1	0.051824	0.078326
AC005832.1	0	0
AC005832.2	0	0
AC005832.3	0	0
AC005832.4	30.900722	0
AC005833.1	1.434952	1.930109
AC005833.2	0	0
AC005837.1	0.153406	0.270524
AC005837.2	2.231867	0
AC005837.3	0	0
AC005837.4	0	0
AC005838.1	0	0
AC005838.2	0	0.476856
AC005839.1	0	0
AC005840.1	0	0
AC005840.2	0	0
AC005840.3	0	0
AC005840.4	0	0
AC005841.1	0.846282	0
AC005845.1	0	0
AC005856.1	0	0
AC005858.1	0	0
AC005858.2	0	0
AC005858.3	0	0
AC005863.1	0	0
AC005865.1	0	0
AC005865.2	0	0
AC005871.1	0	0
AC005871.2	0	0
AC005884.1	0	0
AC005884.2	0	0
AC005888.1	0	0
AC005899.1	0	0
AC005899.2	0	0
AC005899.3	0	0
AC005899.4	18.11098	8.569751
AC005899.5	0	0
AC005899.6	0	0
AC005899.7	0	0
AC005899.8	0	0
AC005901.1	0	0
AC005906.1	0	0
AC005906.2	0	0
AC005906.3	0	0
AC005908.1	0	0
AC005908.2	0	0
AC005909.1	0	0
AC005909.2	0	0
AC005911.1	0	0
AC005912.1	0	0
AC005912.2	0.017586	0
AC005914.1	0	0
AC005915.1	0	0
AC005920.1	0	0
AC005920.2	0	0
AC005920.3	0	0
AC005920.4	0	0
AC005921.1	0	0
AC005921.2	0.084038	0.623975
AC005921.3	1.607392	1.081724
AC005921.4	0	0
AC005943.1	28.076915	51.174232
AC005943.2	0	0
AC005944.1	0	0
AC005951.1	0	0
AC005954.1	0	0
AC005954.2	0	0
AC005962.1	0	0
AC005962.2	0.101713	0
AC005972.1	0	0
AC005972.2	0	0
AC005972.3	0	0
AC005993.1	0	0
AC005996.1	0	0
AC005998.1	0	0
AC005999.1	0	0
AC005999.2	0	0
AC006001.1	0	0
AC006001.2	0.072284	0.145744
AC006001.3	8.854982	4.359251
AC006001.4	0	0
AC006003.1	0	0
AC006006.1	0	0
AC006007.1	0	0
AC006008.1	0.042712	0
AC006013.1	0	0
AC006015.1	0	0
AC006017.1	0	0
AC006019.1	0	0
AC006019.2	0	0
AC006019.3	0	0
AC006020.1	0	0
AC006022.1	0	0
AC006023.1	0	0
AC006023.2	0	0
AC006026.1	0	0
AC006026.2	0	0
AC006026.3	0	0
AC006027.1	9.167311	3.709167
AC006028.1	0	0
AC006030.1	0.029472	0.122619
AC006033.1	0	0
AC006033.2	0	0
AC006037.1	0	0
AC006037.2	0	0
AC006040.1	0	0
AC006041.1	0	0
AC006041.2	0	0
AC006042.1	0	0
AC006042.2	0.642873	0.138603
AC006042.3	0	0
AC006043.1	0	0
AC006055.1	0	0
AC006058.1	0	0
AC006058.2	0	0
AC006058.3	0	0
AC006058.4	0	0
AC006059.1	0.017387	0
AC006059.2	3.574135	0.709108
AC006059.3	0	0
AC006059.4	0	0
AC006059.5	0	0
AC006062.1	0.009958	0.030247
AC006063.1	0	0
AC006063.2	0	0
AC006063.3	0	0
AC006063.4	0	0
AC006064.1	0	0
AC006064.2	0.174548	0.205592
AC006064.3	0	0
AC006064.4	0.544882	0.526312
AC006064.5	0	4.318621
AC006064.6	3.23551	20.528677
AC006065.1	0	0
AC006065.2	0	0
AC006065.3	0	0
AC006065.4	0	0
AC006065.5	0	0
AC006065.6	0	0
AC006076.1	0	0
AC006077.1	0	0
AC006077.2	0	0
AC006111.1	0	0
AC006111.2	0	0
AC006111.3	0	0
AC006112.1	0	0
AC006115.1	0	0
AC006115.2	0.02198	0
AC006116.1	0.333909	0.089229
AC006116.2	0.148779	0
AC006116.3	0	0
AC006116.4	0	0
AC006116.5	0	0
AC006116.6	0	0
AC006116.7	0.258835	0.130285
AC006116.8	0.519533	0
AC006116.9	0.073946	0.037409
AC006122.1	0	0
AC006127.1	0	0
AC006128.1	0.026556	0
AC006130.1	0	0
AC006130.2	0	0
AC006130.3	0	0
AC006133.1	0	0
AC006141.1	0.019652	0
AC006144.1	0	0
AC006146.1	0	0
AC006148.1	0	0
AC006148.2	0	0
AC006150.1	0	0
AC006153.1	0	0
AC006157.1	0	0
AC006158.1	0	0
AC006158.2	0	0
AC006158.3	0	0
AC006159.1	0	0
AC006160.1	0	0
AC006160.2	0	0
AC006195.1	0	0
AC006196.1	0	0
AC006197.1	0	0
AC006197.2	0	0
AC006199.1	0	0
AC006205.1	0	0
AC006205.2	0	0
AC006206.1	0	0
AC006206.2	0	0
AC006207.1	0	0
AC006213.1	0.098745	0.249454
AC006213.2	0	0
AC006213.3	0	0
AC006213.4	0	0
AC006213.5	0	0
AC006213.6	0.009699	0
AC006213.7	0	0
AC006230.1	0.082634	0
AC006236.1	0	0
AC006237.1	0	0
AC006238.1	0	0
AC006238.2	0	0
AC006249.1	0	0
AC006252.1	0	0
AC006254.1	1.360823	4.304972
AC006254.2	0	0
AC006254.3	0	0
AC006262.1	0.101939	0.241685
AC006262.2	0	0
AC006262.3	0	0
AC006262.4	0	0
AC006270.1	0	0
AC006270.2	0	0
AC006272.1	0	0
AC006272.2	0	0
AC006273.1	0	0
AC006277.1	0	0
AC006288.1	0	0.046421
AC006296.1	0	0
AC006296.2	0	0
AC006296.3	0	0
AC006299.1	0	0
AC006305.1	0	0
AC006305.2	0	0
AC006305.3	0	0
AC006320.1	0	0
AC006326.1	0	0
AC006328.1	0	0
AC006328.2	0	0
AC006329.1	0	0
AC006330.1	0.065034	0.098418
AC006335.1	0	0
AC006335.2	0	0
AC006338.1	0	0
AC006338.2	0	0
AC006348.1	0	0
AC006349.1	0	0
AC006355.1	0	0
AC006355.2	0	0
AC006357.1	0	0
AC006362.1	0	0
AC006363.1	0	0
AC006364.1	0	0
AC006366.1	0	0
AC006369.1	0	0
AC006369.2	0	0
AC006372.1	0	0
AC006372.2	0	0
AC006372.3	0	0
AC006372.4	0	0
AC006378.1	0	0
AC006380.1	0	0
AC006386.1	0	0
AC006386.2	0	0
AC006390.1	0	0
AC006398.1	0	0
AC006427.1	0	0
AC006427.2	0	0
AC006435.1	0.090231	0.067788
AC006435.2	0.303518	0.817014
AC006435.3	0	0
AC006435.4	0	0
AC006435.5	0	0
AC006441.1	0	0
AC006441.2	0	0
AC006441.3	0	0
AC006441.4	0	0
AC006441.5	0	0
AC006445.1	0	0
AC006445.2	0	0
AC006449.1	0	0
AC006449.2	0	0
AC006449.3	0	0
AC006449.5	0.204021	0.339758
AC006449.6	0	0
AC006449.7	0	0
AC006450.1	0	0
AC006450.2	0	0
AC006450.3	0	0
AC006452.1	0	0
AC006453.1	0	0
AC006453.2	0	0
AC006453.3	0.111006	0
AC006453.4	0	0
AC006455.1	0	0
AC006455.2	0	0
AC006455.3	0	0
AC006455.4	0	0
AC006455.5	0	0
AC006455.6	0	0
AC006455.7	0	0
AC006455.8	0	0
AC006457.1	0	0
AC006458.1	0	0
AC006459.1	0	0
AC006460.1	0	0.073116
AC006460.2	0.025469	0
AC006463.1	0	0
AC006466.1	0	0
AC006478.1	0	0
AC006478.2	0	0
AC006480.1	0	0
AC006480.2	0	0
AC006482.1	0	0
AC006483.1	0	0
AC006483.2	0	0
AC006484.1	0	0
AC006486.1	0	68.303703
AC006486.2	0	0
AC006486.3	0	0
AC006487.1	0	0
AC006487.2	0	0
AC006499.1	0	0
AC006499.2	0	0
AC006499.3	0	0
AC006499.4	0	0
AC006499.5	0	0
AC006499.6	0	0
AC006499.7	0	0
AC006499.8	0	0
AC006504.1	0.01114	0
AC006504.2	0	0
AC006504.3	0	0
AC006504.4	0	0
AC006504.5	0	0.123935
AC006504.6	0	0
AC006504.7	0	0
AC006509.1	0	0
AC006511.1	0	0
AC006511.2	0	0
AC006511.3	0	0
AC006511.4	0	0
AC006511.5	0.04357	0.278675
AC006511.6	0	0
AC006512.1	0	0
AC006512.2	0	0
AC006517.1	0	0
AC006517.2	0	0
AC006518.1	0	0
AC006518.2	0	0
AC006525.1	0	0
AC006529.1	0	0
AC006530.1	0	0
AC006538.1	0	0
AC006538.2	3.63372	0
AC006538.3	0	0
AC006538.4	0	0
AC006539.1	0	0
AC006539.2	0	0
AC006539.3	0	0
AC006547.1	0	0
AC006547.2	2.2049	0.359796
AC006547.3	0	0
AC006548.1	0	0
AC006548.2	0	0
AC006548.3	0	0
AC006557.1	0	0
AC006557.2	0	0
AC006557.3	0	0
AC006557.4	0	0
AC006557.5	0	0
AC006557.6	0.919827	1.655022
AC006566.1	0	0
AC006566.2	0	0
AC006581.1	0	0
AC006581.2	0	0
AC006600.1	0	0
AC006600.2	0	0
AC006840.1	0	0
AC006924.1	0	0
AC006927.1	0	0
AC006927.2	0	0
AC006927.3	0	0
AC006927.4	0	0
AC006927.5	0	0
AC006942.1	0.624312	0.549788
AC006946.1	0	0
AC006946.2	0.029116	0
AC006946.3	0.07075	0
AC006947.1	0	0
AC006960.1	0	0
AC006960.2	0	0
AC006960.3	0	0
AC006963.1	0	0
AC006967.1	0	0
AC006967.2	0	0
AC006967.3	0	0
AC006970.1	0	0
AC006970.2	0	0
AC006971.1	0.036036	0.068388
AC006972.1	0	0
AC006974.1	0	0
AC006974.2	0	0
AC006978.1	1.619108	2.665133
AC006978.2	0	0
AC006986.1	0	0
AC006987.1	0	0
AC006989.1	0	0
AC006994.1	0	0
AC007000.1	0	0
AC007000.2	0	0
AC007000.3	0.190066	0
AC007001.1	0	0
AC007003.1	0	0
AC007009.1	0	0
AC007012.1	0	0
AC007012.2	0	0
AC007014.1	0	0
AC007014.2	0	0
AC007016.1	0	0
AC007029.1	0	0
AC007032.1	0.121216	0
AC007036.1	0	0
AC007036.2	0	0
AC007036.3	1.048855	0.152516
AC007036.4	0	0
AC007036.5	0.133671	0.057842
AC007038.1	3.571814	3.801306
AC007040.1	0	0
AC007040.2	0	0
AC007040.3	0	0
AC007064.1	0	0
AC007064.2	0	0
AC007064.3	0	0
AC007064.4	0	0
AC007066.1	0	0
AC007066.2	0.108025	0.098089
AC007066.3	0	0
AC007091.1	0	0
AC007092.1	0	0
AC007098.1	0.062162	0
AC007099.1	0	0
AC007099.2	0	0
AC007099.3	0	0
AC007100.1	0	0
AC007100.2	0	0
AC007106.1	0	0
AC007106.2	0	0
AC007114.1	0	0
AC007114.2	0.018912	0
AC007115.1	0	0
AC007126.1	0	0
AC007128.1	0	0
AC007128.2	0	0
AC007130.1	0	0
AC007132.1	0	0
AC007136.1	0	0
AC007151.1	0	0
AC007159.1	0	0
AC007160.1	0	0
AC007161.1	0	0
AC007161.2	0	0
AC007161.3	3.151699	1.031638
AC007179.1	0	0
AC007179.2	0	0
AC007179.3	0	0
AC007182.1	0	0
AC007182.2	0	0
AC007182.3	0	0
AC007191.1	0.110606	0.041946
AC007192.1	0.054306	0
AC007192.2	0	0
AC007193.1	0	0
AC007193.2	0	0
AC007193.3	0	0
AC007204.1	0	0
AC007204.2	0	0
AC007207.1	0	0
AC007215.1	0	0
AC007216.1	0	0
AC007216.2	0	0
AC007216.3	0	0
AC007216.4	0	0
AC007216.5	0	0
AC007218.1	0.171829	0
AC007218.2	0	0
AC007218.3	0	0
AC007220.1	0	0
AC007220.2	0	0
AC007221.1	0	0
AC007222.1	0	0
AC007222.2	0	0
AC007223.1	0	0
AC007224.1	0	0
AC007224.2	0	0
AC007225.1	0	0
AC007225.2	0	0
AC007237.1	0	0
AC007238.1	0.478161	0.722842
AC007240.1	0	0
AC007240.2	0	0
AC007240.3	0	0
AC007241.1	0	0
AC007241.2	0	0
AC007250.1	0	0
AC007253.1	0	0
AC007255.1	0	0.332583
AC007262.1	0	0
AC007262.2	0	0
AC007269.1	0	0
AC007271.1	0	0
AC007272.1	0	0
AC007274.1	0	0
AC007274.2	0	0
AC007274.3	0	0
AC007275.1	0	0
AC007277.1	0	0
AC007277.2	0	0
AC007278.1	0	0
AC007278.2	0	0
AC007279.1	0.054322	0.082296
AC007283.1	0	0
AC007285.1	0	0
AC007292.1	0.43245	0.644488
AC007292.2	0.721483	1.600205
AC007292.3	0	0
AC007298.1	0	0
AC007298.2	0	0
AC007308.1	0	0
AC007312.1	0	0
AC007314.1	0	0
AC007317.1	0	0
AC007317.2	0	0
AC007318.1	0.080498	0.03047
AC007319.1	0.079264	0
AC007322.1	0	0
AC007322.2	0	0
AC007322.3	0	0
AC007322.4	0	0
AC007326.1	0	0
AC007326.2	0	0
AC007326.3	0	0
AC007326.4	0.106714	0
AC007326.5	0	0
AC007327.1	0	0
AC007327.2	0	0
AC007333.1	0	0
AC007333.2	0	0
AC007336.1	0.043703	0
AC007336.2	0	0
AC007336.3	3.439196	3.262092
AC007342.1	0	0
AC007342.2	0	0
AC007342.3	0.114758	0.057597
AC007342.4	0	0
AC007342.5	0	0
AC007342.6	0.839977	0.734604
AC007342.7	0.018107	0
AC007342.8	0	0
AC007342.9	0	0
AC007343.1	0	0
AC007344.1	0	0
AC007346.1	0	0
AC007346.2	0	0
AC007347.1	0	0
AC007347.2	0	0
AC007349.1	0	0
AC007349.2	0	0
AC007349.3	0	0
AC007349.4	0	0
AC007350.1	0	0
AC007351.1	0	0
AC007351.2	0	0
AC007351.3	0	0
AC007351.4	0	0
AC007359.1	0	0
AC007362.1	0	0
AC007363.1	0	0
AC007365.1	0	0
AC007368.1	0	0
AC007370.1	0	0
AC007370.2	0	0
AC007375.1	0	0
AC007375.2	0	0
AC007375.3	0	0
AC007376.1	0	0
AC007376.2	0	0
AC007378.1	0.144353	0.843263
AC007381.1	0	0
AC007382.1	0	0
AC007383.1	1.140386	1.062466
AC007383.2	0	0
AC007383.3	0	0
AC007384.1	0	0.043785
AC007387.1	0	0
AC007387.2	0	0
AC007389.1	0.033931	0
AC007389.2	0	0
AC007389.3	0	0
AC007390.1	0.39651	0.292848
AC007391.1	0	0
AC007391.2	0	0
AC007391.3	0	0
AC007402.1	0	0
AC007402.2	0	0
AC007403.1	0	0
AC007405.1	0.036167	0
AC007405.2	0	0
AC007405.3	0.44993	0.157257
AC007405.4	0	0
AC007406.1	0	0
AC007406.2	0	0
AC007406.3	0	0
AC007406.4	0.026015	0
AC007422.1	0	0
AC007423.1	0	0
AC007431.1	0	0
AC007431.2	0	0
AC007431.3	0	0
AC007432.1	0	0
AC007435.1	0	0
AC007448.1	0	0
AC007448.2	0	0
AC007448.3	0	0
AC007448.4	0	0
AC007448.5	0	0
AC007450.1	0	0
AC007450.2	0	0
AC007450.3	0	0
AC007450.4	0	0
AC007458.1	0	0
AC007461.1	0	0
AC007463.1	0	0
AC007463.2	0	0
AC007483.1	0	0
AC007485.1	0	0
AC007485.2	0	0
AC007490.1	0	0
AC007491.1	0	0
AC007493.1	0	0
AC007493.2	0	0
AC007494.1	0	0
AC007494.2	0	0
AC007494.3	0	0
AC007495.1	0	0
AC007496.1	0	0
AC007496.2	0	0
AC007496.3	0	0.054227
AC007497.1	0	0
AC007497.2	0	0
AC007511.1	0	0
AC007513.1	0	0
AC007527.1	0	0
AC007527.2	0	0
AC007528.1	0	0
AC007529.1	0	0
AC007529.2	0	0
AC007533.1	0	0
AC007535.1	0	0
AC007536.1	0	0
AC007537.1	0	0
AC007540.1	0	0
AC007541.1	0	0
AC007546.1	0	0
AC007546.2	0	0
AC007546.3	0.598805	0.204771
AC007547.1	0	0
AC007547.2	0	0
AC007551.1	0	0
AC007551.2	0	0
AC007552.1	0.2153	0.322643
AC007552.2	0	0
AC007556.1	0	0
AC007557.1	0	0
AC007557.2	0	0
AC007557.3	0	0
AC007557.4	0	0
AC007559.1	0	0
AC007560.1	0	0
AC007562.1	0	0
AC007563.1	0	0
AC007563.2	0.11317	0.333261
AC007563.3	0	0
AC007566.1	14.854271	15.618639
AC007566.2	0	0
AC007568.1	0	0
AC007569.1	0	0
AC007570.1	0.492167	1.89217
AC007595.1	0	0
AC007598.1	0	0
AC007598.2	0	0
AC007598.3	0.026248	0
AC007599.1	0	0
AC007599.2	0.13675	0.400166
AC007601.1	0	0
AC007601.2	0	0
AC007603.1	0	0
AC007603.2	0	0
AC007608.1	0	0
AC007608.2	0	0
AC007608.3	0.928823	0.072352
AC007608.4	0.085422	0
AC007610.1	0	0
AC007610.2	0	0
AC007610.3	0	0
AC007610.4	0.040228	0.030454
AC007610.5	0	0
AC007611.1	0	0
AC007613.1	0.016133	0
AC007614.1	0	0
AC007614.2	0	0
AC007618.1	0	0
AC007619.1	0	0
AC007619.2	0	0
AC007620.1	0	0
AC007620.2	0	0
AC007620.3	0	0
AC007621.1	0	0
AC007622.1	0	0
AC007622.2	0.170121	0.051296
AC007631.1	0	0
AC007637.1	0	0
AC007638.1	0	0
AC007638.2	0	0
AC007639.1	0	0
AC007649.1	0	0
AC007652.1	0	0
AC007652.2	0	0
AC007652.3	0	0
AC007655.1	0	0
AC007655.2	0.877073	0.811382
AC007656.1	0	0
AC007656.2	0	0
AC007656.3	0	0
AC007656.4	0	0
AC007663.1	0	0
AC007663.2	0	0
AC007663.3	0	0
AC007663.4	0	0
AC007666.1	0	0.143164
AC007666.2	0	0
AC007671.1	0	0
AC007673.1	0	0
AC007679.1	0	0.403764
AC007681.1	0	0
AC007682.1	0	0
AC007683.1	0.203091	0
AC007683.2	0	0
AC007684.1	0	0
AC007684.2	0	0
AC007686.1	0	0
AC007686.2	0	0
AC007686.3	0.058743	0.071334
AC007686.4	0	0
AC007686.5	0	0
AC007687.1	0	4.332968
AC007688.1	0	0
AC007688.2	0.422173	0.314746
AC007688.3	0	0
AC007690.1	0	0
AC007695.1	0	0
AC007718.1	0	0
AC007728.1	0	0
AC007728.2	0	0.083907
AC007728.3	0	0
AC007731.1	0	0
AC007731.2	0	0
AC007731.3	0	0
AC007731.4	0	4.267857
AC007731.5	0	0
AC007736.1	0	0
AC007741.1	0	0
AC007742.1	0	0
AC007743.1	0	0
AC007744.1	1.0585	0.604901
AC007749.1	0	0
AC007749.2	0	0
AC007750.1	0.019661	0
AC007751.1	0	0
AC007773.1	0	0
AC007780.1	0.114705	0.161673
AC007785.1	0	0
AC007785.2	0	0
AC007785.3	0.11778	0
AC007786.1	0	0
AC007786.2	0	0
AC007786.3	0	0
AC007786.4	0	0
AC007787.1	0	0
AC007787.2	0	0
AC007792.1	0	0
AC007795.1	0	0
AC007823.1	0	0
AC007834.1	0	0
AC007834.2	0	0
AC007842.1	3.833103	1.944572
AC007846.1	0	0
AC007846.2	0	0
AC007848.1	0	0
AC007848.2	0	0
AC007849.1	0	0
AC007861.1	0	0
AC007861.2	0	0
AC007876.1	0	0
AC007877.1	0	0
AC007878.1	0.027427	0.041433
AC007879.1	0	0
AC007879.2	0	0
AC007879.3	0	0
AC007879.4	0	0
AC007879.5	0	0
AC007880.1	0	0
AC007881.1	0	0
AC007881.2	0	0
AC007881.3	0	0
AC007881.4	0	0
AC007906.1	0	0
AC007906.2	0.078263	0
AC007907.1	0	0
AC007919.1	0	0
AC007919.2	0	0
AC007920.1	0	0
AC007920.2	0	0
AC007922.1	0	0
AC007922.2	0	0
AC007922.3	0	0
AC007922.4	0	0
AC007923.1	0	0.192248
AC007923.2	0	0
AC007923.3	0	0
AC007938.1	0	0
AC007938.2	0.142979	0.096337
AC007938.3	5.337848	1.109337
AC007938.4	0	0
AC007938.5	0	0
AC007938.6	0	0
AC007948.1	0	0
AC007950.1	0	0
AC007950.2	0	0
AC007952.1	0	0
AC007952.2	0	0
AC007952.3	0	0
AC007952.4	0	0.144548
AC007952.5	0	0
AC007952.6	0	0
AC007952.7	0	0
AC007952.8	0	0
AC007952.9	0	0
AC007953.1	0	0
AC007953.2	0	0
AC007954.1	0	0
AC007956.1	0	0
AC007956.2	0	0
AC007967.1	0	0
AC007967.2	0	0
AC007967.3	0	0
AC007967.4	0	0
AC007969.1	0	0
AC007991.1	0	0
AC007991.2	0	0
AC007991.3	0	0
AC007991.4	0	0
AC007992.1	0	0
AC007993.1	0	0
AC007993.2	0	0
AC007993.3	0	0
AC007996.1	0	0
AC007998.1	0	0
AC007998.2	0	0
AC007998.3	0.489592	0
AC007998.4	0	0
AC007998.5	0	0
AC008011.1	0	0
AC008011.2	0	0
AC008012.1	15.056268	10.135511
AC008013.1	0.1846	1.093814
AC008013.2	0	0
AC008013.3	0	0
AC008014.1	0	0
AC008015.1	0.303275	0
AC008026.1	0	0
AC008026.2	0	0
AC008026.3	0.025739	0.038903
AC008033.1	0	0
AC008033.2	0	0
AC008033.3	0	0
AC008035.1	0	0
AC008038.1	6.520194	9.720033
AC008040.1	0	0
AC008040.2	0	0
AC008040.3	0	0
AC008050.1	0	0
AC008055.1	0	0
AC008055.2	0	0
AC008056.1	0	0
AC008056.2	0	0
AC008056.3	0	0
AC008060.1	0	0
AC008060.2	0	0
AC008060.3	0	0
AC008060.4	0	0
AC008060.5	0	0
AC008063.1	0	0
AC008066.1	0	0
AC008067.1	0	0
AC008069.1	0	0
AC008072.1	0	0
AC008073.1	0	0
AC008073.2	0	0
AC008073.3	0.051226	0.076762
AC008074.1	0	0
AC008074.2	0	0
AC008079.1	0.06481	0.040631
AC008080.1	1.000759	0.478391
AC008080.2	0	0
AC008080.3	0	0
AC008080.4	0	0
AC008083.1	0	0
AC008083.2	0	0
AC008083.3	0	0
AC008083.4	0	0
AC008088.1	0	0
AC008103.1	0	0
AC008105.1	0.356341	1.367926
AC008105.2	0.037984	0.028765
AC008114.1	0	0
AC008115.1	0	0
AC008115.2	0	0
AC008115.3	0.799215	0
AC008115.4	0	0
AC008119.1	0.159145	0.026793
AC008121.1	0	0
AC008121.2	0	0
AC008121.3	0.345869	0.501987
AC008124.1	0.024254	0.043054
AC008125.1	0	0
AC008126.1	0	0
AC008127.1	0	0
AC008132.1	0.080324	0
AC008132.2	0	0
AC008133.1	0	0
AC008133.2	0	0
AC008134.1	0	0
AC008147.1	0	0
AC008147.2	0	0.012989
AC008147.3	0.259858	0.373056
AC008147.4	0	0
AC008149.1	0	0
AC008149.2	0	0
AC008154.1	0	0
AC008154.2	0	0
AC008155.1	0	0
AC008162.1	0	0
AC008162.2	0	0
AC008163.1	0	0
AC008164.1	0	0
AC008170.1	0	0
AC008171.1	0	0
AC008175.1	0	0
AC008175.2	0	0
AC008180.2	0	0
AC008250.1	0	0
AC008250.2	0	0
AC008264.1	0	0
AC008264.2	1.672881	1.313022
AC008267.1	0.224525	0
AC008267.2	0.050044	0
AC008267.3	0	0
AC008267.4	0	0
AC008267.5	0	0
AC008267.6	0	0
AC008267.7	0	0
AC008268.1	0	0
AC008269.1	0	0
AC008269.2	0	0
AC008273.1	0	0
AC008277.1	0	0
AC008277.2	0	0
AC008278.1	0	0
AC008278.2	0	0
AC008280.1	0	0
AC008280.2	0	0
AC008281.1	0	0
AC008378.1	0	0
AC008379.1	0	0
AC008391.1	0	0
AC008393.1	1.611104	1.215601
AC008395.1	0	0
AC008397.1	4.633328	5.01592
AC008397.2	1.870915	2.040054
AC008403.1	0	0
AC008403.2	0	0
AC008403.3	0	0
AC008406.1	0	0
AC008406.2	0	0
AC008406.3	0.033116	0
AC008410.1	0	0
AC008413.1	0	0
AC008413.2	0	0
AC008415.1	0	0
AC008417.1	0	0
AC008429.1	0	0
AC008429.2	0.944438	0.618222
AC008429.3	0	0
AC008429.4	0	0
AC008432.1	0	0
AC008434.1	0	0
AC008438.1	0.952084	0.075178
AC008438.2	0	0
AC008440.1	0	0
AC008443.1	0	0
AC008443.2	0.685041	0
AC008443.3	0	0
AC008443.4	0	0
AC008443.5	0	0
AC008443.6	0	0
AC008443.7	0	0
AC008446.1	0	0
AC008453.1	0	0
AC008453.2	0	0
AC008456.1	0	0
AC008459.1	0	0
AC008462.1	0	0
AC008464.1	0	0
AC008467.1	0	0
AC008474.1	0	0
AC008481.1	0	0
AC008481.2	0	0
AC008481.3	0	0
AC008489.1	0	0
AC008494.1	0	0
AC008494.2	0	0
AC008494.3	0	0
AC008496.1	0	0
AC008496.2	0	0
AC008496.3	0	0
AC008497.1	0	0
AC008498.1	0	0
AC008498.2	0	0
AC008505.1	0	0
AC008507.1	5.277132	4.40645
AC008507.2	0	0
AC008507.3	0	0
AC008507.4	0	0
AC008507.5	0	0
AC008514.1	0.212616	0
AC008514.2	0.171028	0.154699
AC008517.1	0	0
AC008521.1	0	0
AC008521.2	0	0
AC008522.1	0.586217	0.390225
AC008525.1	0	0
AC008525.2	0	0
AC008532.1	0	0
AC008533.1	0	0
AC008534.1	0	0
AC008534.2	0	0
AC008537.1	0	0
AC008537.2	0	0
AC008537.3	0.023055	0
AC008537.4	0	0
AC008539.1	0	0
AC008543.1	0.240779	0.081107
AC008543.2	0	0
AC008543.3	0	0
AC008543.4	0	0
AC008543.5	0	0
AC008549.1	0	0
AC008549.2	0	0
AC008550.1	0	0
AC008551.1	0	0
AC008554.1	0	0
AC008555.1	0	0.022926
AC008555.2	0	0
AC008555.3	0	0
AC008555.4	0	0
AC008555.5	0	0
AC008555.6	0	0
AC008556.1	0.042099	0
AC008558.1	0	0
AC008562.1	0	0
AC008565.1	0	0
AC008567.1	0	0
AC008567.2	0	0
AC008567.3	0	0
AC008568.1	0	0
AC008568.2	0	0
AC008569.1	0	0
AC008569.2	0.397929	0
AC008571.1	0	0
AC008571.2	0	0
AC008572.1	0	0
AC008574.1	0	0
AC008575.1	0	0
AC008581.1	3.485061	1.883641
AC008581.2	3.694887	0
AC008588.1	0	0
AC008591.1	0	0
AC008592.1	0	0
AC008592.2	0	0
AC008592.3	0	0
AC008592.4	0	0
AC008601.1	0	0
AC008608.1	0	0
AC008608.2	0	0
AC008610.1	0	0
AC008619.1	0	0
AC008620.1	0	0
AC008620.2	0	0
AC008622.1	0	0
AC008622.2	0.455859	3.031761
AC008622.3	0	0
AC008625.1	0	0.038318
AC008626.1	0	0
AC008626.2	0	0
AC008627.1	0	0
AC008628.1	0	0
AC008628.2	0	0
AC008629.1	0.027727	0.02808
AC008629.2	0	0.207112
AC008629.3	0	0
AC008632.1	0	0
AC008635.1	0	0
AC008638.1	0	0
AC008638.2	0	0
AC008638.3	0	0
AC008641.1	0	0
AC008649.1	0	0
AC008649.2	0	0
AC008650.1	0	0
AC008652.1	0	0
AC008655.1	0	0.683659
AC008655.2	0	0
AC008659.1	0	0
AC008662.1	0	0
AC008662.2	0	0
AC008663.1	0	0
AC008663.2	0	0
AC008663.3	0	0
AC008667.1	0	0
AC008667.2	0	0
AC008667.3	0	0
AC008667.4	0	0
AC008669.1	0	0
AC008670.1	0	0
AC008674.1	0	0
AC008676.1	0.022371	0
AC008676.2	0	0
AC008676.3	0	0
AC008677.1	0	0
AC008677.2	0	0
AC008677.3	0	0
AC008679.1	0	0.031728
AC008680.1	0	0
AC008686.1	0.152823	0
AC008687.1	0.252164	0
AC008687.2	0	0
AC008687.3	0	0
AC008687.4	0	0
AC008687.5	0	0
AC008687.6	0	0
AC008687.7	0.054357	0
AC008687.8	0	0
AC008691.1	0	0
AC008694.1	0	0
AC008694.2	0	0
AC008695.1	0	0
AC008696.1	0	0
AC008696.2	0	0
AC008700.1	0	0
AC008703.1	0	0
AC008705.1	0	0
AC008705.2	0	0
AC008708.1	0	0
AC008708.2	0	0
AC008716.1	0	0
